* Measurement data measured by REW V5.31.3
* Source: /Users/admin/Documents/Developer/qualia_surroundsystem_v0/data/Automeris.io RS100-4 SPL.csv
* Format: Comma/Tab/Space delimited data
* Dated: Jul 25, 2025 11:45:14 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from /Users/admin/Documents/Developer/qualia_surroundsystem_v0/data/Automeris.io RS100-4 SPL.csv Format: Comma/Tab/Space delimited data 50 values loaded, 20 Hz to 19,776 Hz 
* Measurement: Automeris.io RS100-4 SPL
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.17 Hz
*
* Freq(Hz), SPL(dB)
1438.170000, 88.021
1438.420000, 88.021
1438.670000, 88.022
1438.920000, 88.022
1439.170000, 88.023
1439.420000, 88.023
1439.670000, 88.024
1439.920000, 88.024
1440.170000, 88.025
1440.420000, 88.025
1440.670000, 88.026
1440.920000, 88.026
1441.170000, 88.027
1441.420000, 88.027
1441.670000, 88.028
1441.920000, 88.028
1442.170000, 88.029
1442.420000, 88.029
1442.670000, 88.030
1442.920000, 88.030
1443.170000, 88.031
1443.420000, 88.031
1443.670000, 88.032
1443.920000, 88.032
1444.170000, 88.033
1444.420000, 88.033
1444.670000, 88.034
1444.920000, 88.034
1445.170000, 88.035
1445.420000, 88.035
1445.670000, 88.035
1445.920000, 88.036
1446.170000, 88.036
1446.420000, 88.037
1446.670000, 88.037
1446.920000, 88.038
1447.170000, 88.038
1447.420000, 88.039
1447.670000, 88.039
1447.920000, 88.040
1448.170000, 88.040
1448.420000, 88.041
1448.670000, 88.041
1448.920000, 88.042
1449.170000, 88.042
1449.420000, 88.043
1449.670000, 88.043
1449.920000, 88.043
1450.170000, 88.044
1450.420000, 88.044
1450.670000, 88.045
1450.920000, 88.045
1451.170000, 88.046
1451.420000, 88.046
1451.670000, 88.047
1451.920000, 88.047
1452.170000, 88.048
1452.420000, 88.048
1452.670000, 88.049
1452.920000, 88.049
1453.170000, 88.049
1453.420000, 88.050
1453.670000, 88.050
1453.920000, 88.051
1454.170000, 88.051
1454.420000, 88.052
1454.670000, 88.052
1454.920000, 88.053
1455.170000, 88.053
1455.420000, 88.053
1455.670000, 88.054
1455.920000, 88.054
1456.170000, 88.055
1456.420000, 88.055
1456.670000, 88.056
1456.920000, 88.056
1457.170000, 88.057
1457.420000, 88.057
1457.670000, 88.057
1457.920000, 88.058
1458.170000, 88.058
1458.420000, 88.059
1458.670000, 88.059
1458.920000, 88.060
1459.170000, 88.060
1459.420000, 88.060
1459.670000, 88.061
1459.920000, 88.061
1460.170000, 88.062
1460.420000, 88.062
1460.670000, 88.063
1460.920000, 88.063
1461.170000, 88.063
1461.420000, 88.064
1461.670000, 88.064
1461.920000, 88.065
1462.170000, 88.065
1462.420000, 88.066
1462.670000, 88.066
1462.920000, 88.066
1463.170000, 88.067
1463.420000, 88.067
1463.670000, 88.068
1463.920000, 88.068
1464.170000, 88.069
1464.420000, 88.069
1464.670000, 88.069
1464.920000, 88.070
1465.170000, 88.070
1465.420000, 88.071
1465.670000, 88.071
1465.920000, 88.071
1466.170000, 88.072
1466.420000, 88.072
1466.670000, 88.073
1466.920000, 88.073
1467.170000, 88.073
1467.420000, 88.074
1467.670000, 88.074
1467.920000, 88.075
1468.170000, 88.075
1468.420000, 88.075
1468.670000, 88.076
1468.920000, 88.076
1469.170000, 88.077
1469.420000, 88.077
1469.670000, 88.077
1469.920000, 88.078
1470.170000, 88.078
1470.420000, 88.079
1470.670000, 88.079
1470.920000, 88.079
1471.170000, 88.080
1471.420000, 88.080
1471.670000, 88.081
1471.920000, 88.081
1472.170000, 88.081
1472.420000, 88.082
1472.670000, 88.082
1472.920000, 88.082
1473.170000, 88.083
1473.420000, 88.083
1473.670000, 88.084
1473.920000, 88.084
1474.170000, 88.084
1474.420000, 88.085
1474.670000, 88.085
1474.920000, 88.085
1475.170000, 88.086
1475.420000, 88.086
1475.670000, 88.087
1475.920000, 88.087
1476.170000, 88.087
1476.420000, 88.088
1476.670000, 88.088
1476.920000, 88.088
1477.170000, 88.089
1477.420000, 88.089
1477.670000, 88.090
1477.920000, 88.090
1478.170000, 88.090
1478.420000, 88.091
1478.670000, 88.091
1478.920000, 88.091
1479.170000, 88.092
1479.420000, 88.092
1479.670000, 88.092
1479.920000, 88.093
1480.170000, 88.093
1480.420000, 88.094
1480.670000, 88.094
1480.920000, 88.094
1481.170000, 88.095
1481.420000, 88.095
1481.670000, 88.095
1481.920000, 88.096
1482.170000, 88.096
1482.420000, 88.096
1482.670000, 88.097
1482.920000, 88.097
1483.170000, 88.097
1483.420000, 88.098
1483.670000, 88.098
1483.920000, 88.098
1484.170000, 88.099
1484.420000, 88.099
1484.670000, 88.099
1484.920000, 88.100
1485.170000, 88.100
1485.420000, 88.100
1485.670000, 88.101
1485.920000, 88.101
1486.170000, 88.101
1486.420000, 88.102
1486.670000, 88.102
1486.920000, 88.102
1487.170000, 88.103
1487.420000, 88.103
1487.670000, 88.103
1487.920000, 88.104
1488.170000, 88.104
1488.420000, 88.104
1488.670000, 88.105
1488.920000, 88.105
1489.170000, 88.105
1489.420000, 88.106
1489.670000, 88.106
1489.920000, 88.106
1490.170000, 88.107
1490.420000, 88.107
1490.670000, 88.107
1490.920000, 88.108
1491.170000, 88.108
1491.420000, 88.108
1491.670000, 88.109
1491.920000, 88.109
1492.170000, 88.109
1492.420000, 88.109
1492.670000, 88.110
1492.920000, 88.110
1493.170000, 88.110
1493.420000, 88.111
1493.670000, 88.111
1493.920000, 88.111
1494.170000, 88.112
1494.420000, 88.112
1494.670000, 88.112
1494.920000, 88.113
1495.170000, 88.113
1495.420000, 88.113
1495.670000, 88.113
1495.920000, 88.114
1496.170000, 88.114
1496.420000, 88.114
1496.670000, 88.115
1496.920000, 88.115
1497.170000, 88.115
1497.420000, 88.115
1497.670000, 88.116
1497.920000, 88.116
1498.170000, 88.116
1498.420000, 88.117
1498.670000, 88.117
1498.920000, 88.117
1499.170000, 88.117
1499.420000, 88.118
1499.670000, 88.118
1499.920000, 88.118
1500.170000, 88.119
1500.420000, 88.119
1500.670000, 88.119
1500.920000, 88.119
1501.170000, 88.120
1501.420000, 88.120
1501.670000, 88.119
1501.920000, 88.118
1502.170000, 88.117
1502.420000, 88.116
1502.670000, 88.115
1502.920000, 88.114
1503.170000, 88.113
1503.420000, 88.112
1503.670000, 88.111
1503.920000, 88.110
1504.170000, 88.109
1504.420000, 88.108
1504.670000, 88.106
1504.920000, 88.105
1505.170000, 88.104
1505.420000, 88.103
1505.670000, 88.102
1505.920000, 88.101
1506.170000, 88.100
1506.420000, 88.099
1506.670000, 88.098
1506.920000, 88.097
1507.170000, 88.096
1507.420000, 88.095
1507.670000, 88.094
1507.920000, 88.092
1508.170000, 88.091
1508.420000, 88.090
1508.670000, 88.089
1508.920000, 88.088
1509.170000, 88.087
1509.420000, 88.086
1509.670000, 88.085
1509.920000, 88.083
1510.170000, 88.082
1510.420000, 88.081
1510.670000, 88.080
1510.920000, 88.079
1511.170000, 88.078
1511.420000, 88.077
1511.670000, 88.076
1511.920000, 88.074
1512.170000, 88.073
1512.420000, 88.072
1512.670000, 88.071
1512.920000, 88.070
1513.170000, 88.069
1513.420000, 88.067
1513.670000, 88.066
1513.920000, 88.065
1514.170000, 88.064
1514.420000, 88.063
1514.670000, 88.062
1514.920000, 88.060
1515.170000, 88.059
1515.420000, 88.058
1515.670000, 88.057
1515.920000, 88.056
1516.170000, 88.054
1516.420000, 88.053
1516.670000, 88.052
1516.920000, 88.051
1517.170000, 88.049
1517.420000, 88.048
1517.670000, 88.047
1517.920000, 88.046
1518.170000, 88.045
1518.420000, 88.043
1518.670000, 88.042
1518.920000, 88.041
1519.170000, 88.040
1519.420000, 88.038
1519.670000, 88.037
1519.920000, 88.036
1520.170000, 88.035
1520.420000, 88.033
1520.670000, 88.032
1520.920000, 88.031
1521.170000, 88.030
1521.420000, 88.028
1521.670000, 88.027
1521.920000, 88.026
1522.170000, 88.025
1522.420000, 88.023
1522.670000, 88.022
1522.920000, 88.021
1523.170000, 88.019
1523.420000, 88.018
1523.670000, 88.017
1523.920000, 88.016
1524.170000, 88.014
1524.420000, 88.013
1524.670000, 88.012
1524.920000, 88.010
1525.170000, 88.009
1525.420000, 88.008
1525.670000, 88.006
1525.920000, 88.005
1526.170000, 88.004
1526.420000, 88.003
1526.670000, 88.001
1526.920000, 88.000
1527.170000, 87.999
1527.420000, 87.997
1527.670000, 87.996
1527.920000, 87.995
1528.170000, 87.993
1528.420000, 87.992
1528.670000, 87.990
1528.920000, 87.989
1529.170000, 87.988
1529.420000, 87.986
1529.670000, 87.985
1529.920000, 87.984
1530.170000, 87.982
1530.420000, 87.981
1530.670000, 87.980
1530.920000, 87.978
1531.170000, 87.977
1531.420000, 87.975
1531.670000, 87.974
1531.920000, 87.973
1532.170000, 87.971
1532.420000, 87.970
1532.670000, 87.969
1532.920000, 87.967
1533.170000, 87.966
1533.420000, 87.964
1533.670000, 87.963
1533.920000, 87.962
1534.170000, 87.960
1534.420000, 87.959
1534.670000, 87.957
1534.920000, 87.956
1535.170000, 87.954
1535.420000, 87.953
1535.670000, 87.952
1535.920000, 87.950
1536.170000, 87.949
1536.420000, 87.947
1536.670000, 87.946
1536.920000, 87.945
1537.170000, 87.943
1537.420000, 87.942
1537.670000, 87.940
1537.920000, 87.939
1538.170000, 87.937
1538.420000, 87.936
1538.670000, 87.934
1538.920000, 87.933
1539.170000, 87.931
1539.420000, 87.930
1539.670000, 87.929
1539.920000, 87.927
1540.170000, 87.926
1540.420000, 87.924
1540.670000, 87.923
1540.920000, 87.921
1541.170000, 87.920
1541.420000, 87.918
1541.670000, 87.917
1541.920000, 87.915
1542.170000, 87.914
1542.420000, 87.912
1542.670000, 87.911
1542.920000, 87.909
1543.170000, 87.908
1543.420000, 87.906
1543.670000, 87.905
1543.920000, 87.903
1544.170000, 87.902
1544.420000, 87.900
1544.670000, 87.899
1544.920000, 87.897
1545.170000, 87.896
1545.420000, 87.894
1545.670000, 87.893
1545.920000, 87.891
1546.170000, 87.890
1546.420000, 87.888
1546.670000, 87.887
1546.920000, 87.885
1547.170000, 87.883
1547.420000, 87.882
1547.670000, 87.880
1547.920000, 87.879
1548.170000, 87.877
1548.420000, 87.876
1548.670000, 87.874
1548.920000, 87.873
1549.170000, 87.871
1549.420000, 87.869
1549.670000, 87.868
1549.920000, 87.866
1550.170000, 87.865
1550.420000, 87.863
1550.670000, 87.862
1550.920000, 87.860
1551.170000, 87.859
1551.420000, 87.857
1551.670000, 87.855
1551.920000, 87.854
1552.170000, 87.852
1552.420000, 87.851
1552.670000, 87.849
1552.920000, 87.847
1553.170000, 87.846
1553.420000, 87.844
1553.670000, 87.843
1553.920000, 87.841
1554.170000, 87.839
1554.420000, 87.838
1554.670000, 87.836
1554.920000, 87.835
1555.170000, 87.833
1555.420000, 87.831
1555.670000, 87.830
1555.920000, 87.828
1556.170000, 87.826
1556.420000, 87.825
1556.670000, 87.823
1556.920000, 87.822
1557.170000, 87.820
1557.420000, 87.818
1557.670000, 87.817
1557.920000, 87.815
1558.170000, 87.813
1558.420000, 87.812
1558.670000, 87.810
1558.920000, 87.809
1559.170000, 87.807
1559.420000, 87.805
1559.670000, 87.804
1559.920000, 87.802
1560.170000, 87.800
1560.420000, 87.799
1560.670000, 87.797
1560.920000, 87.795
1561.170000, 87.794
1561.420000, 87.792
1561.670000, 87.790
1561.920000, 87.789
1562.170000, 87.787
1562.420000, 87.785
1562.670000, 87.784
1562.920000, 87.782
1563.170000, 87.780
1563.420000, 87.778
1563.670000, 87.777
1563.920000, 87.775
1564.170000, 87.773
1564.420000, 87.772
1564.670000, 87.770
1564.920000, 87.768
1565.170000, 87.767
1565.420000, 87.765
1565.670000, 87.763
1565.920000, 87.762
1566.170000, 87.760
1566.420000, 87.758
1566.670000, 87.756
1566.920000, 87.755
1567.170000, 87.753
1567.420000, 87.751
1567.670000, 87.750
1567.920000, 87.748
1568.170000, 87.746
1568.420000, 87.744
1568.670000, 87.743
1568.920000, 87.741
1569.170000, 87.739
1569.420000, 87.737
1569.670000, 87.736
1569.920000, 87.734
1570.170000, 87.732
1570.420000, 87.730
1570.670000, 87.729
1570.920000, 87.727
1571.170000, 87.725
1571.420000, 87.723
1571.670000, 87.722
1571.920000, 87.720
1572.170000, 87.718
1572.420000, 87.716
1572.670000, 87.715
1572.920000, 87.713
1573.170000, 87.711
1573.420000, 87.709
1573.670000, 87.708
1573.920000, 87.706
1574.170000, 87.704
1574.420000, 87.702
1574.670000, 87.701
1574.920000, 87.699
1575.170000, 87.697
1575.420000, 87.695
1575.670000, 87.693
1575.920000, 87.692
1576.170000, 87.690
1576.420000, 87.688
1576.670000, 87.686
1576.920000, 87.684
1577.170000, 87.683
1577.420000, 87.681
1577.670000, 87.679
1577.920000, 87.677
1578.170000, 87.676
1578.420000, 87.674
1578.670000, 87.672
1578.920000, 87.670
1579.170000, 87.668
1579.420000, 87.666
1579.670000, 87.665
1579.920000, 87.663
1580.170000, 87.661
1580.420000, 87.659
1580.670000, 87.657
1580.920000, 87.656
1581.170000, 87.654
1581.420000, 87.652
1581.670000, 87.650
1581.920000, 87.648
1582.170000, 87.646
1582.420000, 87.645
1582.670000, 87.643
1582.920000, 87.641
1583.170000, 87.639
1583.420000, 87.637
1583.670000, 87.635
1583.920000, 87.634
1584.170000, 87.632
1584.420000, 87.630
1584.670000, 87.628
1584.920000, 87.626
1585.170000, 87.624
1585.420000, 87.623
1585.670000, 87.621
1585.920000, 87.619
1586.170000, 87.617
1586.420000, 87.615
1586.670000, 87.613
1586.920000, 87.611
1587.170000, 87.609
1587.420000, 87.608
1587.670000, 87.606
1587.920000, 87.604
1588.170000, 87.602
1588.420000, 87.600
1588.670000, 87.598
1588.920000, 87.596
1589.170000, 87.595
1589.420000, 87.593
1589.670000, 87.591
1589.920000, 87.589
1590.170000, 87.587
1590.420000, 87.585
1590.670000, 87.583
1590.920000, 87.581
1591.170000, 87.579
1591.420000, 87.578
1591.670000, 87.576
1591.920000, 87.574
1592.170000, 87.572
1592.420000, 87.570
1592.670000, 87.568
1592.920000, 87.566
1593.170000, 87.564
1593.420000, 87.562
1593.670000, 87.560
1593.920000, 87.559
1594.170000, 87.557
1594.420000, 87.555
1594.670000, 87.553
1594.920000, 87.551
1595.170000, 87.549
1595.420000, 87.547
1595.670000, 87.545
1595.920000, 87.543
1596.170000, 87.541
1596.420000, 87.539
1596.670000, 87.538
1596.920000, 87.536
1597.170000, 87.534
1597.420000, 87.532
1597.670000, 87.530
1597.920000, 87.528
1598.170000, 87.526
1598.420000, 87.524
1598.670000, 87.522
1598.920000, 87.520
1599.170000, 87.518
1599.420000, 87.516
1599.670000, 87.514
1599.920000, 87.512
1600.170000, 87.510
1600.420000, 87.508
1600.670000, 87.507
1600.920000, 87.505
1601.170000, 87.503
1601.420000, 87.501
1601.670000, 87.499
1601.920000, 87.497
1602.170000, 87.495
1602.420000, 87.493
1602.670000, 87.491
1602.920000, 87.489
1603.170000, 87.487
1603.420000, 87.485
1603.670000, 87.483
1603.920000, 87.481
1604.170000, 87.479
1604.420000, 87.477
1604.670000, 87.475
1604.920000, 87.473
1605.170000, 87.471
1605.420000, 87.469
1605.670000, 87.467
1605.920000, 87.465
1606.170000, 87.463
1606.420000, 87.461
1606.670000, 87.459
1606.920000, 87.457
1607.170000, 87.455
1607.420000, 87.454
1607.670000, 87.452
1607.920000, 87.450
1608.170000, 87.448
1608.420000, 87.446
1608.670000, 87.444
1608.920000, 87.442
1609.170000, 87.440
1609.420000, 87.438
1609.670000, 87.436
1609.920000, 87.434
1610.170000, 87.432
1610.420000, 87.430
1610.670000, 87.428
1610.920000, 87.426
1611.170000, 87.424
1611.420000, 87.422
1611.670000, 87.420
1611.920000, 87.418
1612.170000, 87.416
1612.420000, 87.414
1612.670000, 87.412
1612.920000, 87.410
1613.170000, 87.408
1613.420000, 87.406
1613.670000, 87.404
1613.920000, 87.402
1614.170000, 87.400
1614.420000, 87.398
1614.670000, 87.396
1614.920000, 87.393
1615.170000, 87.391
1615.420000, 87.389
1615.670000, 87.387
1615.920000, 87.385
1616.170000, 87.383
1616.420000, 87.381
1616.670000, 87.379
1616.920000, 87.377
1617.170000, 87.375
1617.420000, 87.373
1617.670000, 87.371
1617.920000, 87.369
1618.170000, 87.367
1618.420000, 87.365
1618.670000, 87.363
1618.920000, 87.361
1619.170000, 87.359
1619.420000, 87.357
1619.670000, 87.355
1619.920000, 87.353
1620.170000, 87.351
1620.420000, 87.349
1620.670000, 87.347
1620.920000, 87.345
1621.170000, 87.343
1621.420000, 87.341
1621.670000, 87.339
1621.920000, 87.337
1622.170000, 87.335
1622.420000, 87.332
1622.670000, 87.330
1622.920000, 87.328
1623.170000, 87.326
1623.420000, 87.324
1623.670000, 87.322
1623.920000, 87.320
1624.170000, 87.318
1624.420000, 87.316
1624.670000, 87.314
1624.920000, 87.312
1625.170000, 87.310
1625.420000, 87.308
1625.670000, 87.306
1625.920000, 87.304
1626.170000, 87.302
1626.420000, 87.300
1626.670000, 87.298
1626.920000, 87.295
1627.170000, 87.293
1627.420000, 87.291
1627.670000, 87.289
1627.920000, 87.287
1628.170000, 87.285
1628.420000, 87.283
1628.670000, 87.281
1628.920000, 87.279
1629.170000, 87.277
1629.420000, 87.275
1629.670000, 87.273
1629.920000, 87.271
1630.170000, 87.269
1630.420000, 87.266
1630.670000, 87.264
1630.920000, 87.262
1631.170000, 87.260
1631.420000, 87.258
1631.670000, 87.256
1631.920000, 87.254
1632.170000, 87.252
1632.420000, 87.250
1632.670000, 87.248
1632.920000, 87.246
1633.170000, 87.244
1633.420000, 87.241
1633.670000, 87.239
1633.920000, 87.237
1634.170000, 87.235
1634.420000, 87.233
1634.670000, 87.231
1634.920000, 87.229
1635.170000, 87.227
1635.420000, 87.225
1635.670000, 87.223
1635.920000, 87.221
1636.170000, 87.218
1636.420000, 87.216
1636.670000, 87.214
1636.920000, 87.212
1637.170000, 87.210
1637.420000, 87.208
1637.670000, 87.206
1637.920000, 87.204
1638.170000, 87.202
1638.420000, 87.200
1638.670000, 87.197
1638.920000, 87.195
1639.170000, 87.193
1639.420000, 87.191
1639.670000, 87.189
1639.920000, 87.187
1640.170000, 87.185
1640.420000, 87.183
1640.670000, 87.181
1640.920000, 87.178
1641.170000, 87.176
1641.420000, 87.174
1641.670000, 87.172
1641.920000, 87.170
1642.170000, 87.168
1642.420000, 87.166
1642.670000, 87.164
1642.920000, 87.162
1643.170000, 87.159
1643.420000, 87.157
1643.670000, 87.155
1643.920000, 87.153
1644.170000, 87.151
1644.420000, 87.149
1644.670000, 87.147
1644.920000, 87.145
1645.170000, 87.143
1645.420000, 87.140
1645.670000, 87.138
1645.920000, 87.136
1646.170000, 87.134
1646.420000, 87.132
1646.670000, 87.130
1646.920000, 87.128
1647.170000, 87.126
1647.420000, 87.123
1647.670000, 87.121
1647.920000, 87.119
1648.170000, 87.117
1648.420000, 87.115
1648.670000, 87.113
1648.920000, 87.111
1649.170000, 87.109
1649.420000, 87.106
1649.670000, 87.104
1649.920000, 87.102
1650.170000, 87.100
1650.420000, 87.098
1650.670000, 87.096
1650.920000, 87.094
1651.170000, 87.092
1651.420000, 87.089
1651.670000, 87.087
1651.920000, 87.085
1652.170000, 87.083
1652.420000, 87.081
1652.670000, 87.079
1652.920000, 87.077
1653.170000, 87.075
1653.420000, 87.072
1653.670000, 87.070
1653.920000, 87.068
1654.170000, 87.066
1654.420000, 87.064
1654.670000, 87.062
1654.920000, 87.060
1655.170000, 87.057
1655.420000, 87.055
1655.670000, 87.053
1655.920000, 87.051
1656.170000, 87.049
1656.420000, 87.047
1656.670000, 87.045
1656.920000, 87.043
1657.170000, 87.040
1657.420000, 87.038
1657.670000, 87.036
1657.920000, 87.034
1658.170000, 87.032
1658.420000, 87.030
1658.670000, 87.028
1658.920000, 87.025
1659.170000, 87.023
1659.420000, 87.021
1659.670000, 87.019
1659.920000, 87.017
1660.170000, 87.015
1660.420000, 87.013
1660.670000, 87.010
1660.920000, 87.008
1661.170000, 87.006
1661.420000, 87.004
1661.670000, 87.002
1661.920000, 87.000
1662.170000, 86.998
1662.420000, 86.995
1662.670000, 86.993
1662.920000, 86.991
1663.170000, 86.989
1663.420000, 86.987
1663.670000, 86.985
1663.920000, 86.983
1664.170000, 86.980
1664.420000, 86.978
1664.670000, 86.976
1664.920000, 86.974
1665.170000, 86.972
1665.420000, 86.970
1665.670000, 86.968
1665.920000, 86.965
1666.170000, 86.963
1666.420000, 86.961
1666.670000, 86.959
1666.920000, 86.957
1667.170000, 86.955
1667.420000, 86.952
1667.670000, 86.950
1667.920000, 86.948
1668.170000, 86.946
1668.420000, 86.944
1668.670000, 86.942
1668.920000, 86.940
1669.170000, 86.937
1669.420000, 86.935
1669.670000, 86.933
1669.920000, 86.931
1670.170000, 86.929
1670.420000, 86.927
1670.670000, 86.925
1670.920000, 86.922
1671.170000, 86.920
1671.420000, 86.918
1671.670000, 86.916
1671.920000, 86.914
1672.170000, 86.912
1672.420000, 86.910
1672.670000, 86.907
1672.920000, 86.905
1673.170000, 86.903
1673.420000, 86.901
1673.670000, 86.899
1673.920000, 86.897
1674.170000, 86.894
1674.420000, 86.892
1674.670000, 86.890
1674.920000, 86.888
1675.170000, 86.886
1675.420000, 86.884
1675.670000, 86.882
1675.920000, 86.879
1676.170000, 86.877
1676.420000, 86.875
1676.670000, 86.873
1676.920000, 86.871
1677.170000, 86.869
1677.420000, 86.867
1677.670000, 86.864
1677.920000, 86.862
1678.170000, 86.860
1678.420000, 86.858
1678.670000, 86.856
1678.920000, 86.854
1679.170000, 86.852
1679.420000, 86.849
1679.670000, 86.847
1679.920000, 86.845
1680.170000, 86.843
1680.420000, 86.841
1680.670000, 86.839
1680.920000, 86.836
1681.170000, 86.834
1681.420000, 86.832
1681.670000, 86.830
1681.920000, 86.828
1682.170000, 86.826
1682.420000, 86.824
1682.670000, 86.821
1682.920000, 86.819
1683.170000, 86.817
1683.420000, 86.815
1683.670000, 86.813
1683.920000, 86.811
1684.170000, 86.809
1684.420000, 86.806
1684.670000, 86.804
1684.920000, 86.802
1685.170000, 86.800
1685.420000, 86.798
1685.670000, 86.796
1685.920000, 86.794
1686.170000, 86.791
1686.420000, 86.789
1686.670000, 86.787
1686.920000, 86.785
1687.170000, 86.783
1687.420000, 86.781
1687.670000, 86.779
1687.920000, 86.776
1688.170000, 86.774
1688.420000, 86.772
1688.670000, 86.770
1688.920000, 86.768
1689.170000, 86.766
1689.420000, 86.764
1689.670000, 86.761
1689.920000, 86.759
1690.170000, 86.757
1690.420000, 86.755
1690.670000, 86.753
1690.920000, 86.751
1691.170000, 86.749
1691.420000, 86.747
1691.670000, 86.744
1691.920000, 86.742
1692.170000, 86.740
1692.420000, 86.738
1692.670000, 86.736
1692.920000, 86.734
1693.170000, 86.732
1693.420000, 86.729
1693.670000, 86.727
1693.920000, 86.725
1694.170000, 86.723
1694.420000, 86.721
1694.670000, 86.719
1694.920000, 86.717
1695.170000, 86.715
1695.420000, 86.712
1695.670000, 86.710
1695.920000, 86.708
1696.170000, 86.706
1696.420000, 86.704
1696.670000, 86.702
1696.920000, 86.700
1697.170000, 86.697
1697.420000, 86.695
1697.670000, 86.693
1697.920000, 86.691
1698.170000, 86.689
1698.420000, 86.687
1698.670000, 86.685
1698.920000, 86.683
1699.170000, 86.680
1699.420000, 86.678
1699.670000, 86.676
1699.920000, 86.674
1700.170000, 86.672
1700.420000, 86.670
1700.670000, 86.668
1700.920000, 86.666
1701.170000, 86.663
1701.420000, 86.661
1701.670000, 86.659
1701.920000, 86.657
1702.170000, 86.655
1702.420000, 86.653
1702.670000, 86.651
1702.920000, 86.649
1703.170000, 86.647
1703.420000, 86.644
1703.670000, 86.642
1703.920000, 86.640
1704.170000, 86.638
1704.420000, 86.636
1704.670000, 86.634
1704.920000, 86.632
1705.170000, 86.630
1705.420000, 86.628
1705.670000, 86.625
1705.920000, 86.623
1706.170000, 86.621
1706.420000, 86.619
1706.670000, 86.617
1706.920000, 86.615
1707.170000, 86.613
1707.420000, 86.611
1707.670000, 86.609
1707.920000, 86.606
1708.170000, 86.604
1708.420000, 86.602
1708.670000, 86.600
1708.920000, 86.598
1709.170000, 86.596
1709.420000, 86.594
1709.670000, 86.592
1709.920000, 86.590
1710.170000, 86.588
1710.420000, 86.585
1710.670000, 86.583
1710.920000, 86.581
1711.170000, 86.579
1711.420000, 86.577
1711.670000, 86.575
1711.920000, 86.573
1712.170000, 86.571
1712.420000, 86.569
1712.670000, 86.567
1712.920000, 86.565
1713.170000, 86.562
1713.420000, 86.560
1713.670000, 86.558
1713.920000, 86.556
1714.170000, 86.554
1714.420000, 86.552
1714.670000, 86.550
1714.920000, 86.548
1715.170000, 86.546
1715.420000, 86.544
1715.670000, 86.542
1715.920000, 86.540
1716.170000, 86.537
1716.420000, 86.535
1716.670000, 86.533
1716.920000, 86.531
1717.170000, 86.529
1717.420000, 86.527
1717.670000, 86.525
1717.920000, 86.523
1718.170000, 86.521
1718.420000, 86.519
1718.670000, 86.517
1718.920000, 86.515
1719.170000, 86.513
1719.420000, 86.510
1719.670000, 86.508
1719.920000, 86.506
1720.170000, 86.504
1720.420000, 86.502
1720.670000, 86.500
1720.920000, 86.498
1721.170000, 86.496
1721.420000, 86.494
1721.670000, 86.492
1721.920000, 86.490
1722.170000, 86.488
1722.420000, 86.486
1722.670000, 86.484
1722.920000, 86.482
1723.170000, 86.480
1723.420000, 86.478
1723.670000, 86.475
1723.920000, 86.473
1724.170000, 86.471
1724.420000, 86.469
1724.670000, 86.467
1724.920000, 86.465
1725.170000, 86.463
1725.420000, 86.461
1725.670000, 86.459
1725.920000, 86.457
1726.170000, 86.455
1726.420000, 86.453
1726.670000, 86.451
1726.920000, 86.449
1727.170000, 86.447
1727.420000, 86.445
1727.670000, 86.443
1727.920000, 86.441
1728.170000, 86.439
1728.420000, 86.437
1728.670000, 86.435
1728.920000, 86.433
1729.170000, 86.431
1729.420000, 86.429
1729.670000, 86.426
1729.920000, 86.424
1730.170000, 86.422
1730.420000, 86.420
1730.670000, 86.418
1730.920000, 86.416
1731.170000, 86.414
1731.420000, 86.412
1731.670000, 86.410
1731.920000, 86.408
1732.170000, 86.406
1732.420000, 86.404
1732.670000, 86.402
1732.920000, 86.400
1733.170000, 86.398
1733.420000, 86.396
1733.670000, 86.394
1733.920000, 86.392
1734.170000, 86.390
1734.420000, 86.388
1734.670000, 86.386
1734.920000, 86.384
1735.170000, 86.382
1735.420000, 86.380
1735.670000, 86.378
1735.920000, 86.376
1736.170000, 86.374
1736.420000, 86.372
1736.670000, 86.370
1736.920000, 86.368
1737.170000, 86.366
1737.420000, 86.364
1737.670000, 86.362
1737.920000, 86.360
1738.170000, 86.358
1738.420000, 86.356
1738.670000, 86.354
1738.920000, 86.352
1739.170000, 86.350
1739.420000, 86.348
1739.670000, 86.346
1739.920000, 86.344
1740.170000, 86.342
1740.420000, 86.340
1740.670000, 86.338
1740.920000, 86.336
1741.170000, 86.334
1741.420000, 86.332
1741.670000, 86.330
1741.920000, 86.328
1742.170000, 86.327
1742.420000, 86.325
1742.670000, 86.323
1742.920000, 86.321
1743.170000, 86.319
1743.420000, 86.317
1743.670000, 86.315
1743.920000, 86.313
1744.170000, 86.311
1744.420000, 86.309
1744.670000, 86.307
1744.920000, 86.305
1745.170000, 86.303
1745.420000, 86.301
1745.670000, 86.299
1745.920000, 86.297
1746.170000, 86.295
1746.420000, 86.293
1746.670000, 86.291
1746.920000, 86.289
1747.170000, 86.287
1747.420000, 86.285
1747.670000, 86.284
1747.920000, 86.282
1748.170000, 86.280
