20.00,80.2
25.00,78.5
31.50,77.1
40.00,75.8
50.00,74.6
63.00,73.3
80.00,72.1
100.00,71.0
125.00,69.8
160.00,68.7
200.00,67.5
250.00,66.4
315.00,65.3
400.00,64.5
500.00,64.0
630.00,63.4
800.00,63.1
1000.00,62.8
1250.00,62.4
1600.00,62.1
2000.00,61.8
2500.00,61.5
3150.00,61.3
4000.00,61.1
5000.00,60.9
6300.00,60.7
8000.00,60.5
10000.00,60.3
12500.00,60.1
16000.00,59.9
20000.00,59.7
